OID_;navn;type;innfartsparkering;referanse;id;bruksområde;antall_avgiftsfrie_plasser;antall_avgiftsbelagte_plasser;plasser_reservert_handikappede;antall_ladeplasser;antall_parkeringsplasser_små_k;antall_parkeringsplasser_store_;areal;avgift;avgifts__restriksjonsinfo;vinterdriftsklasse;brøyterodenummer;strørodenummer;byggeår;eier;vedlikeholdsansvarlig;parkeringstilbyder_navn;parkeringstilbyder_id;organisasjonsnummer;versjonsnummer;skiltplan_id;kjøretøytype__dimensjonerende;adresse;postnummer;poststed;lengdegrad;breddegrad;ORIG_FID;Long;Lat
1113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19606;15,4034643;68,6895142
1114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19607;15,4092121;68,6976089
1115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19608;15,3943520;68,7079010
1116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19609;15,3932915;68,7076492
1117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19624;16,7663994;68,4624252
1118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19625;16,7660198;68,4621811
1119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19626;16,7050953;68,4899445
1120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19627;16,6977196;68,4895554
1121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19628;16,6857014;68,4910812
1122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19629;16,6971054;68,4893646
1123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19630;16,6940327;68,4911652
1124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19631;16,6980114;68,4854889
1125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19632;16,6900196;68,4909668
1126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19633;16,6876774;68,4918518
1127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19634;16,6880035;68,4909363
1128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19635;16,6842289;68,4913864
1129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19636;16,6841526;68,4914780
1130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19714;15,8031740;69,0146103
1131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21476;17,4066257;68,8435211
1132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23868;18,3664837;68,8537979
1133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23874;18,3746567;68,8552322
1134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23878;17,4241657;68,6927109
1135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23879;18,3772602;68,8593521
1136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23880;18,3717861;68,8606491
1137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23900;17,5032063;68,6724091
1138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23901;17,4258175;68,6934128
1139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23902;17,4843025;68,6791229
1140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23903;17,6640739;68,6675873
1141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23904;17,6830235;68,6680679
1142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23905;17,8578587;68,8734207
1143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23906;17,6560555;68,6707535
1144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23907;17,8575668;68,8712234
1145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23908;17,6864872;68,6685181
1146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23909;17,7635612;68,6626968
1147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23910;17,7804623;68,6654968
1148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23911;17,7937756;68,6683578
1149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23912;17,8434181;68,8720932
1150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23913;17,8576679;68,8737335
1151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23914;17,6801300;68,6431885
1152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23915;17,5313740;68,6924286
1153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23916;17,5475807;68,6884079
1154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23917;17,5327415;68,6922836
1155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23918;17,8970070;68,6712875
1156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23919;17,2771168;68,7704620
1157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23920;17,6434727;68,6184998
1158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23921;17,8974609;68,6712723
1159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23923;17,7943935;68,7825089
1160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23924;17,8105068;68,7358246
1161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23925;17,7817688;68,7462006
1162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23927;17,6284771;68,7822571
1163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23928;17,5948772;68,7885666
1164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23929;17,5209999;68,8071594
1165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23930;18,3771381;68,8580704
1166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23931;18,3957024;68,8401794
1167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23932;18,3751144;68,8592682
1168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23933;18,3590221;68,8579636
1169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23934;18,3733921;68,8498154
1170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23935;18,3790150;68,8599854
1171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23936;18,3776321;68,8479614
1172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23937;18,3672867;68,8568573
1173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23938;18,3665924;68,8633194
1174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23939;18,3611603;68,8582993
1175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23940;18,3831329;68,8501129
1176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23941;18,3761387;68,8598328
1177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23942;18,3787918;68,8504028
1178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23943;18,3698502;68,8589401
1179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23944;18,3711052;68,8609924
1180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23945;18,3506088;68,8592224
1181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23946;18,3727894;68,8603210
1182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23947;18,3776951;68,8604355
1183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23948;18,3194008;68,8579788
1184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23949;18,3435822;68,8682022
1185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23950;18,3515282;68,8681717
1186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23951;18,3327847;68,8621521
1187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23952;18,3454018;68,8677673
1188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23953;18,3471031;68,8510895
1189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23954;18,3441525;68,8723679
1190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23955;18,3438892;68,8461685
1191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23956;18,3407516;68,8593445
1192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23957;18,3346977;68,8643265
1193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23958;18,3463612;68,8624191
1194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23959;18,3509235;68,8571320
1195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23960;18,3477421;68,8670731
1196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23961;18,3444939;68,8716812
1197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23962;18,3405514;68,8607483
1198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23963;18,3467064;68,8654709
1199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23964;17,7734509;68,8686981
1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23965;18,4939308;68,7955780
1201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23966;18,4902992;68,7992706
1202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23996;17,8579121;68,8737106
1203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23997;17,8232117;68,8808212
1204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24008;18,6368504;69,0390015
1205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24009;18,6363583;69,0395050
1206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24010;18,4622116;69,2138596
1207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24014;16,8208485;69,0643082
1208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24015;16,8280144;69,0691605
1209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24016;18,5414314;69,0597992
1210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24017;18,5112171;69,0494919
1211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24018;18,5400467;69,0597610
1212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24019;18,5376682;69,0602493
1213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24020;18,5122623;69,0457230
1214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24021;18,5430126;69,0595551
1215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24022;18,5156269;69,0507126
1216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24023;18,4891109;69,0549927
1217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24024;18,4741936;69,0548019
1218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24025;18,4873009;69,0531082
1219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24026;18,9947033;69,1187210
1220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24027;18,5162830;69,0655136
1221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24028;18,5975342;69,0940475
1222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24029;18,5583229;69,0798569
1223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24030;18,6357384;69,0376434
1224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24031;18,6334991;69,0394897
1225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24032;18,6348248;69,0397186
1226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24033;18,6356087;69,0384140
1227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24034;18,5760288;69,1759720
1228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24036;19,2822838;69,0295334
1229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24052;18,0103760;69,3096313
1230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24079;18,0417328;69,2374649
1231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24080;18,0013466;69,4518433
1232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24081;17,9797459;69,2297974
1233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24082;17,9857292;69,2316742
1234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24083;17,9878426;69,2315826
1235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24084;17,9884987;69,2318878
1236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24085;17,9803791;69,2339020
1237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24086;18,0441532;69,3532944
1238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24087;18,0707226;69,3534393
1239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24088;18,0720005;69,3529892
1240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24089;18,0645523;69,3550262
1241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24090;18,0775852;69,3545456
1242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24091;18,0721989;69,3530579
1243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24092;17,9903812;69,2304001
1244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24093;17,9889145;69,2292557
1245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24094;17,9926853;69,2889404
1246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24095;17,9937077;69,2866898
1247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24098;18,1770496;69,2546616
1248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24099;18,1634254;69,2560425
1249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24100;18,1581535;69,2559738
1250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24101;18,1637840;69,2559204
1251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24102;17,0382900;69,0714493
1252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24103;17,1955318;69,0741043
1253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24104;17,0379009;69,0724411
1254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24105;17,1779118;69,0828781
1255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24106;17,1630554;69,0521927
1256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24107;17,1628437;69,0522614
1257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24108;17,2628288;69,4100418
1258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24109;17,2632313;69,4107132
1259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24110;17,2628098;69,4106827
1260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24111;16,8281345;69,0692520
1261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112;17,9837837;69,2337418
1262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24113;17,9821262;69,2353134
1263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24114;17,9833794;69,2339401
1264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24115;17,9826889;69,2300186
1265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24116;17,9808941;69,2299423
1266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24117;17,9330215;69,2402954
1267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24118;17,9765759;69,2299805
1268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24119;17,9765072;69,2293930
1269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24120;17,9766731;69,2291107
1270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24121;17,9805870;69,2391052
1271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24122;17,9763985;69,2292175
1272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24123;17,9285145;69,2352905
1273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24124;17,9470043;69,2417068
1274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24125;17,9451542;69,2421341
1275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24126;17,9471588;69,2409973
1276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24127;17,9271297;69,2349777
1277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24128;17,9478531;69,2475739
1278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24129;17,9829998;69,2273941
1279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24130;17,9770966;69,2284164
1280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24131;17,9779568;69,2300110
1281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24132;17,9807568;69,2275543
1282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24133;17,9829483;69,2277908
1283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24134;17,9818363;69,2286148
1284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24135;17,9851322;69,2286453
1285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24136;17,9784813;69,2278061
1286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24138;17,6740551;69,5426102
1287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24140;17,4569130;69,1992188
1288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24141;17,9286251;69,2343750
1289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24142;17,7557850;69,1715927
1290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24143;17,7574005;69,1680527
1291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24145;17,1633987;69,0849991
1292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24146;17,1770420;69,0859756
1293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24147;18,0950317;69,2329636
1294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24148;18,1260071;69,2429810
1295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24149;18,1252041;69,2431488
1296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24150;18,1389427;69,2475586
1297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24151;18,1049976;69,2380600
1298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24152;18,1209145;69,2390976
1299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24153;18,1230545;69,2396164
1300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24154;18,1203365;69,2370148
1301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24155;18,0952568;69,2326889
1302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24156;18,1078873;69,2377319
1303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24157;18,1205616;69,2392120
1304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24158;18,1201096;69,2383728
1305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24159;18,1240139;69,2393875
1306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24160;18,1110516;69,2342987
1307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24161;18,1149635;69,2374039
1308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24162;18,1185284;69,2379227
1309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24163;18,0850544;69,2210464
1310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24164;18,0867863;69,2212067
1311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24165;18,0855999;69,2212906
1312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24166;17,9497643;69,2471619
1313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24167;17,9493294;69,2415924
1314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24168;17,9497452;69,2425385
1315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24169;17,9498272;69,2480392
1316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24170;18,0676670;69,2330627
1317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24171;18,0414505;69,2347641
1318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24172;18,0029373;69,2343521
1319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24173;18,0127087;69,2351761
1320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24174;18,0130997;69,2348099
1321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24175;17,9853420;69,2314072
1322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24176;18,0026283;69,2326889
1323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24177;18,0000076;69,2313995
1324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24178;17,9929276;69,2308807
1325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24179;18,0093861;69,2344437
1326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24180;18,0109463;69,2341614
1327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24181;17,9799099;69,2341003
1328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24182;18,0093250;69,2338257
1329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24183;17,9862175;69,2292175
1330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24184;18,0078468;69,2343216
1331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24185;18,3253536;69,3661499
1332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24186;18,3296108;69,3646774
1333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24187;18,3234367;69,3666000
1334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24188;18,3719139;69,3859329
1335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24189;18,3263283;69,3664093
1336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24190;18,3295364;69,3645325
1337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24191;18,0084457;69,2358322
1338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24192;18,0012798;69,2355576
1339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24193;17,9578323;69,2507401
1340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24194;18,0394669;69,2378387
1341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24195;17,3216248;69,1385880
1342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24196;12,3720388;64,8105927
1343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24203;26,4559345;69,9387817
1344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24220;19,0780735;69,6843948
1345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24221;16,5355206;68,7862549
1346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24229;19,0752945;69,6874008
1347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24230;19,0777798;69,6892624
1348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24231;12,2029791;64,9261856
1349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24232;11,2172709;64,8582993
1350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24233;11,2881041;64,8576736
1351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24234;11,2372513;64,8630600
1352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24236;11,2426844;64,8638763
1353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24237;11,2429314;64,8639297
1354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24245;19,0786648;69,6881714
1355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24246;19,0779057;69,6868591
1356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24250;19,0786114;69,6818619
1357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24254;18,9312096;69,6766357
1358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24255;27,4947186;70,9488602
1359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24264;16,5705605;68,7784805
1360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24267;28,0325623;70,4645309
1361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24268;18,9015179;69,6433258
1362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24272;27,4772911;70,9421082
1363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24277;18,9116421;69,6608353
1364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24278;27,4845600;70,9461670
1365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24279;28,2029572;70,1973114
1366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24280;27,3932953;70,9141006
1367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24281;18,9137154;69,6609039
1368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24282;18,4000835;69,7737503
1369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24283;18,6288471;69,5758896
1370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24284;18,1730804;69,6289902
1371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24285;19,0774918;69,6834564
1372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24286;18,0585117;69,6069107
1373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24287;18,7938900;69,6872559
1374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24288;18,7936249;69,6874313
1375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24289;18,7966251;69,6845856
1376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24290;18,7934494;69,6876297
1377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24291;18,8795910;69,7009354
1378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24292;19,0784855;69,6876450
1379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24293;18,0572834;69,6072540
1380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24294;18,0587673;69,6068115
1381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24295;18,8631382;69,6931839
1382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24296;18,8643360;69,6920242
1383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24297;18,7460384;69,6795197
1384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24298;18,8613453;69,6919327
1385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24301;18,9916782;69,6919022
1386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24302;18,9896221;69,6933212
